Unnamed: 0,ID,conf90,conf95,conf99,numberCys,numberCysCys,pattern
7483,g7484.t1,1,1,1,1,1,1
7484,g7485.t1,1,1,1,1,1,1
7485,g7486.t1,1,1,1,1,1,1
7486,g7487.t1,1,1,1,0,1,1
7487,g7488.t1,1,1,1,1,1,1
7488,g7489.t1,1,1,1,1,1,1
7489,g7490.t1,1,1,1,1,1,1
7490,g7491.t1,0,0,0,1,1,1
7491,g7492.t1,1,1,1,1,1,1
7492,g7493.t1,1,1,1,1,1,1
7493,g7494.t1,1,1,1,1,1,1
7494,g7495.t1,1,1,1,1,1,1
7495,g7496.t1,1,1,1,1,1,1
7496,g7497.t1,1,1,1,0,1,1
7497,g7498.t1,1,1,1,0,1,1
7498,g7499.t1,1,1,1,0,1,1
7499,g7500.t1,1,1,1,0,1,1
7500,g7501.t1,1,1,1,1,1,1
7501,g7502.t1,1,0,0,1,1,1
7502,g7503.t1,1,1,1,1,1,1
7503,g7504.t1,0,0,0,1,1,1
7504,g7505.t1,1,1,1,1,1,1
7505,g7506.t1,1,1,1,0,1,1
7506,g7507.t1,0,0,0,1,1,1
7507,g7508.t1,1,1,1,0,1,1
7508,g7509.t1,1,1,1,0,1,1
7509,g7510.t1,1,1,1,1,1,1
7510,g7511.t1,1,1,1,1,1,1
7511,g7512.t1,1,1,1,1,1,1
7512,g7513.t1,1,1,1,0,1,1
7513,g7514.t1,1,1,1,0,1,1
7514,g7515.t1,1,1,1,1,1,1
7515,g7516.t1,1,1,1,1,1,1
7516,g7517.t1,0,0,0,1,1,1
7517,g7518.t1,1,1,1,1,1,1
7518,g7519.t1,1,1,1,1,1,1
7519,g7520.t1,1,1,1,1,1,1
7520,g7521.t1,1,1,1,1,1,1
7521,g7522.t1,1,1,1,0,1,1
7522,g7523.t1,1,1,1,1,1,1
7523,g7524.t1,1,1,1,1,1,1
7524,g7525.t1,1,1,1,0,1,1
7525,g7526.t1,1,1,1,0,1,1
7526,g7527.t1,1,1,1,1,1,1
7527,g7528.t1,1,1,1,0,1,1
7528,g7529.t1,1,1,1,1,1,1
7529,g7530.t1,0,0,0,1,1,1
7530,g7531.t1,1,1,1,1,1,1
7531,g7532.t1,1,1,1,1,1,1
7532,g7533.t1,1,1,1,1,1,1
7533,g7534.t1,1,1,1,0,1,1
7534,g7535.t1,1,1,1,0,1,1
7535,g7536.t1,1,1,1,0,1,1
7536,g7537.t1,1,1,1,0,1,1
7537,g7538.t1,1,1,1,0,1,1
7538,g7539.t1,1,1,1,1,1,1
7539,g7540.t1,0,0,0,1,1,1
7540,g7541.t1,1,1,1,1,1,1
7541,g7542.t1,1,1,1,1,1,1
7542,g7543.t1,1,1,1,1,1,1
7543,g7544.t1,1,1,1,1,1,1
7544,g7545.t1,1,1,1,1,1,1
7545,g7546.t1,1,1,1,0,1,1
7546,g7547.t1,1,1,1,1,1,1
7547,g7548.t1,1,1,1,0,1,1
7548,g7549.t1,1,1,1,1,1,1
7549,g7550.t1,1,1,0,1,1,1
7550,g7551.t1,1,1,1,1,1,1
7551,g7552.t1,1,1,1,0,1,1
7552,g7553.t1,1,1,1,1,1,1
7553,g7554.t1,1,1,1,1,1,1
7554,g7555.t1,1,1,1,1,1,1
7555,g7556.t1,1,1,1,1,1,1
7556,g7557.t1,1,0,0,0,1,1
7557,g7558.t1,1,1,1,0,1,1
7558,g7559.t1,1,1,1,1,1,1
7559,g7560.t1,1,1,1,0,1,1
7560,g7561.t1,1,1,1,1,1,1
7561,g7562.t1,1,1,1,1,1,1
7562,g7563.t1,1,1,1,0,1,1
7563,g7564.t1,1,1,1,0,1,1
7564,g7565.t1,1,1,1,1,1,1
7565,g7566.t1,1,1,1,0,1,1
7566,g7567.t1,1,1,1,1,1,1
7567,g7568.t1,1,1,1,1,1,1
7568,g7569.t1,1,1,1,1,1,1
7569,g7570.t1,1,1,1,1,1,1
7570,g7571.t1,1,1,1,1,1,1
7571,g7572.t1,1,1,1,0,1,1
7572,g7573.t1,1,1,1,1,1,1
7573,g7574.t1,1,1,1,1,1,1
7574,g7575.t1,1,1,1,0,1,1
7575,g7576.t1,1,1,1,1,1,1
7576,g7577.t1,0,0,0,1,1,1
7577,g7578.t1,1,0,0,1,1,1
7578,g7579.t1,1,1,1,1,1,1
7579,g7580.t1,1,1,1,1,1,1
7580,g7581.t1,1,1,1,0,1,1
7581,g7582.t1,1,1,1,0,1,1
7582,g7583.t1,1,1,1,1,1,1
7583,g7584.t1,1,1,1,1,1,1
7584,g7585.t1,1,0,0,1,1,1
7585,g7586.t1,1,1,1,0,1,1
7586,g7587.t1,1,1,1,1,1,1
7587,g7588.t1,0,0,0,1,1,1
7588,g7589.t1,1,1,1,1,1,1
7589,g7590.t1,1,1,1,0,1,1
7590,g7591.t1,1,1,1,1,1,1
7591,g7592.t1,1,1,1,1,1,1
7592,g7593.t1,1,1,1,1,1,1
7593,g7594.t1,1,1,1,1,1,1
7594,g7595.t1,1,1,1,1,1,1
7595,g7596.t1,1,1,1,1,1,1
7596,g7597.t1,1,1,1,0,1,1
7597,g7598.t1,1,1,1,1,1,1
7598,g7599.t1,1,1,1,0,1,1
7599,g7600.t1,0,0,0,1,1,1
7600,g7601.t1,1,1,1,1,1,1
7601,g7602.t1,1,1,1,1,1,1
7602,g7603.t1,1,1,1,1,1,1
7603,g7604.t1,0,0,0,1,1,1
7604,g7605.t1,1,1,1,1,1,1
7605,g7606.t1,1,1,1,0,1,1
7606,g7607.t1,1,1,1,1,1,1
7607,g7608.t1,1,1,1,1,1,1
7608,g7609.t1,1,1,1,0,1,1
7609,g7610.t1,1,1,1,1,1,1
7610,g7611.t1,1,1,1,0,0,1
7611,g7612.t1,1,1,1,1,1,1
7612,g7613.t1,1,1,1,0,1,1
7613,g7614.t1,1,1,1,1,1,1
7614,g7615.t1,1,1,1,1,1,1
7615,g7616.t1,1,1,1,1,1,1
7616,g7617.t1,1,1,1,0,1,1
7617,g7618.t1,1,1,1,0,1,1
7618,g7619.t1,1,1,1,0,1,1
7619,g7620.t1,1,1,1,1,1,1
7620,g7621.t1,1,1,1,1,1,1
7621,g7622.t1,1,1,1,0,1,1
7622,g7623.t1,1,1,1,1,1,1
7623,g7624.t1,1,1,1,1,1,1
7624,g7625.t1,1,1,1,1,1,1
7625,g7626.t1,1,1,1,1,1,1
7626,g7627.t1,1,1,1,1,1,1
7627,g7628.t1,1,1,1,0,1,1
7628,g7629.t1,1,1,1,0,1,1
7629,g7630.t1,1,1,1,1,1,1
7630,g7631.t1,0,0,0,1,1,1
7631,g7632.t1,1,1,1,1,1,1
7632,g7633.t1,1,1,1,1,1,1
7633,g7634.t1,1,1,1,0,1,1
7634,g7635.t1,1,1,1,0,1,1
7635,g7636.t1,1,1,1,0,1,1
7636,g7637.t1,1,1,1,0,1,1
7637,g7638.t1,1,1,1,0,1,1
7638,g7639.t1,1,1,1,1,1,1
7639,g7640.t1,1,1,1,0,1,1
7640,g7641.t1,1,1,1,0,1,1
7641,g7642.t1,1,1,0,1,1,1
7642,g7643.t1,1,1,0,1,1,1
7643,g7644.t1,1,1,1,1,1,1
7644,g7645.t1,1,1,1,0,1,1
7645,g7646.t1,1,1,1,1,1,1
7646,g7647.t1,1,1,1,1,1,1
7647,g7648.t1,1,1,1,1,1,1
7648,g7649.t1,1,1,1,1,1,1
7649,g7650.t1,1,1,1,1,1,1
7650,g7651.t1,1,1,1,1,1,1
7651,g7652.t1,1,1,1,0,1,1
7652,g7653.t1,1,1,1,1,1,1
7653,g7654.t1,1,1,1,0,1,1
7654,g7655.t1,1,1,1,0,1,1
7655,g7656.t1,1,1,1,1,1,1
7656,g7657.t1,1,1,1,1,1,1
7657,g7658.t1,1,1,1,0,0,1
7658,g7659.t1,1,1,1,1,1,1
7659,g7660.t1,1,1,1,1,1,1
7660,g7661.t1,1,1,0,1,1,1
7661,g7662.t1,1,1,1,1,1,1
7662,g7663.t1,1,1,1,1,1,1
7663,g7664.t1,1,1,1,1,1,1
7664,g7665.t1,1,1,1,1,1,1
7665,g7666.t1,1,1,1,0,0,1
7666,g7667.t1,1,1,1,1,1,1
7667,g7668.t1,1,0,0,0,0,1
7668,g7669.t1,1,1,1,1,1,1
7669,g7670.t1,1,1,1,0,1,1
7670,g7671.t1,1,1,1,1,1,1
7671,g7672.t1,1,1,1,1,1,1
7672,g7673.t1,1,1,1,1,1,1
7673,g7674.t1,1,1,1,1,1,1
7674,g7675.t1,1,1,1,1,1,1
7675,g7676.t1,1,1,1,0,1,1
7676,g7677.t1,1,1,1,0,1,1
7677,g7678.t1,1,1,1,1,1,1
7678,g7679.t1,1,1,1,1,1,1
7679,g7680.t1,1,1,1,1,1,1
7680,g7681.t1,1,1,1,0,1,1
7681,g7682.t1,1,1,1,1,1,1
7682,g7683.t1,1,1,1,1,1,1
7683,g7684.t1,1,1,1,1,1,1
7684,g7685.t1,1,1,1,1,1,1
7685,g7686.t1,1,1,1,0,1,1
7686,g7687.t1,1,1,1,1,1,1
7687,g7688.t1,1,1,1,1,1,1
7688,g7689.t1,1,1,1,0,1,1
7689,g7690.t1,1,1,1,0,1,1
7690,g7691.t1,0,0,0,0,1,1
7691,g7692.t1,1,1,1,1,1,1
7692,g7693.t1,1,1,1,1,1,1
7693,g7694.t1,1,1,1,0,1,1
7694,g7695.t1,1,1,1,0,1,1
7695,g7696.t1,1,1,1,1,1,1
7696,g7697.t1,0,0,0,1,1,1
7697,g7698.t1,1,1,1,0,1,1
7698,g7699.t1,1,0,0,1,1,1
7699,g7700.t1,1,1,1,1,1,1
7700,g7701.t1,1,1,1,1,1,1
7701,g7702.t1,1,1,1,1,1,1
7702,g7703.t1,1,1,1,1,1,1
7703,g7704.t1,1,1,1,1,1,1
7704,g7705.t1,1,1,1,0,1,1
7705,g7706.t1,1,1,1,1,1,1
7706,g7707.t1,1,1,1,0,1,1
7707,g7708.t1,1,1,1,1,1,1
7708,g7709.t1,1,1,1,1,1,1
7709,g7710.t1,0,0,0,1,1,1
7710,g7711.t1,1,1,0,1,1,1
7711,g7712.t1,1,1,1,1,1,1
7712,g7713.t1,1,1,1,0,1,1
7713,g7714.t1,1,1,1,0,1,1
7714,g7715.t1,1,1,1,0,1,1
7715,g7716.t1,1,1,1,1,1,1
7716,g7717.t1,1,1,1,1,1,1
7717,g7718.t1,1,1,1,0,1,1
7718,g7719.t1,1,1,1,0,1,1
7719,g7720.t1,1,1,1,1,1,1
7720,g7721.t1,1,1,1,1,1,1
7721,g7722.t1,1,1,1,0,1,1
7722,g7723.t1,1,1,1,1,1,1
7723,g7724.t1,1,1,1,0,1,1
7724,g7725.t1,1,1,1,0,1,1
7725,g7726.t1,1,1,1,1,1,1
7726,g7727.t1,1,1,1,0,1,1
7727,g7728.t1,1,1,1,0,1,1
7728,g7729.t1,0,0,0,1,1,1
7729,g7730.t1,1,1,1,1,1,1
7730,g7731.t1,1,1,1,1,1,1
7731,g7732.t1,1,1,1,0,1,1
7732,g7733.t1,0,0,0,0,1,1
7733,g7734.t1,1,1,1,0,1,1
7734,g7735.t1,1,1,1,1,1,1
7735,g7736.t1,0,0,0,1,1,1
7736,g7737.t1,1,1,1,0,0,1
7737,g7738.t1,1,1,1,1,1,1
7738,g7739.t1,1,1,1,0,1,1
7739,g7740.t1,1,1,1,1,1,1
7740,g7741.t1,1,1,1,1,1,1
7741,g7742.t1,1,1,1,1,1,1
7742,g7743.t1,1,1,1,1,1,1
7743,g7744.t1,1,1,1,1,1,1
7744,g7745.t1,1,1,0,1,1,1
7745,g7746.t1,1,1,1,0,1,1
7746,g7747.t1,1,1,1,0,1,1
7747,g7748.t1,1,1,1,0,1,1
7748,g7749.t1,1,1,1,0,1,1
7749,g7750.t1,1,1,1,0,1,1
7750,g7751.t1,1,1,1,0,1,1
7751,g7752.t1,1,1,1,1,1,1
7752,g7753.t1,1,1,1,1,1,1
7753,g7754.t1,1,1,1,1,1,1
7754,g7755.t1,1,1,1,1,1,1
7755,g7756.t1,1,1,0,1,1,1
7756,g7757.t1,1,1,1,1,1,1
7757,g7758.t1,1,1,1,1,1,1
7758,g7759.t1,1,1,1,1,1,1
7759,g7760.t1,1,0,0,1,1,1
7760,g7761.t1,1,1,1,1,1,1
7761,g7762.t1,1,1,1,0,0,1
7762,g7763.t1,0,0,0,1,1,1
7763,g7764.t1,0,0,0,1,1,1
7764,g7765.t1,1,1,1,1,1,1
7765,g7766.t1,1,1,1,1,1,1
7766,g7767.t1,1,1,1,1,1,1
7767,g7768.t1,1,1,1,1,1,1
7768,g7769.t1,1,1,1,0,1,1
7769,g7770.t1,1,1,1,0,1,1
7770,g7771.t1,1,1,1,1,1,1
7771,g7772.t1,1,1,1,0,0,1
7772,g7773.t1,1,1,1,1,1,1
7773,g7774.t1,1,1,1,1,1,1
7774,g7775.t1,1,1,1,1,1,1
7775,g7776.t1,1,1,1,0,1,1
7776,g7777.t1,1,1,1,0,1,1
7777,g7778.t1,1,1,1,1,1,1
7778,g7779.t1,1,1,1,1,1,1
7779,g7780.t1,1,1,1,1,1,1
7780,g7781.t1,1,1,1,1,1,1
7781,g7782.t1,1,1,1,1,1,1
7782,g7783.t1,1,1,1,1,1,1
7783,g7784.t1,1,0,0,1,1,1
7784,g7785.t1,1,1,1,0,1,1
7785,g7786.t1,1,1,1,1,1,1
7786,g7787.t1,1,1,1,0,1,1
7787,g7788.t1,1,1,1,1,1,1
7788,g7789.t1,0,0,0,0,1,1
7789,g7790.t1,1,1,1,1,1,1
7790,g7791.t1,1,1,1,1,1,1
7791,g7792.t1,1,1,1,1,1,1
7792,g7793.t1,1,1,1,0,1,1
7793,g7794.t1,0,0,0,1,1,1
7794,g7795.t1,1,1,1,1,1,1
7795,g7796.t1,1,1,1,1,1,1
7796,g7797.t1,1,1,1,0,1,1
7797,g7798.t1,1,1,1,1,1,1
7798,g7799.t1,1,1,1,0,1,1
7799,g7800.t1,1,1,1,0,1,1
7800,g7801.t1,1,1,1,1,1,1
7801,g7802.t1,1,1,1,0,1,1
7802,g7803.t1,1,1,1,1,1,1
7803,g7804.t1,1,1,1,1,1,1
7804,g7805.t1,1,1,1,1,1,1
7805,g7806.t1,1,1,1,1,1,1
7806,g7807.t1,1,1,1,1,1,1
7807,g7808.t1,1,1,1,1,1,1
7808,g7809.t1,1,1,1,1,1,1
7809,g7810.t1,1,0,0,1,1,1
7810,g7811.t1,1,1,1,1,1,1
7811,g7812.t1,1,1,1,0,1,1
7812,g7813.t1,1,1,1,0,1,1
7813,g7814.t1,1,1,1,1,1,1
7814,g7815.t1,1,1,1,0,1,1
7815,g7816.t1,1,1,1,1,1,1
7816,g7817.t1,1,1,1,0,1,1
7817,g7818.t1,1,1,1,0,1,1
7818,g7819.t1,1,1,1,1,1,1
7819,g7820.t1,1,1,1,0,1,1
7820,g7821.t1,1,1,1,1,1,1
7821,g7822.t1,1,1,1,0,1,1
7822,g7823.t1,1,1,0,1,1,1
7823,g7824.t1,1,1,1,1,1,1
7824,g7825.t1,1,1,1,1,1,1
7825,g7826.t1,1,1,1,0,1,1
7826,g7827.t1,1,1,0,1,1,1
7827,g7828.t1,1,1,1,1,1,1
7828,g7829.t1,1,1,1,1,1,1
7829,g7830.t1,1,1,1,1,1,1
7830,g7831.t1,1,1,1,1,1,1
7831,g7832.t1,1,1,1,0,1,1
7832,g7833.t1,1,1,1,1,1,1
7833,g7834.t1,1,1,1,1,1,1
7834,g7835.t1,1,1,1,0,1,1
7835,g7836.t1,1,1,1,0,1,1
7836,g7837.t1,1,1,1,1,1,1
7837,g7838.t1,1,0,0,1,1,1
7838,g7839.t1,1,1,1,1,1,1
7839,g7840.t1,1,1,1,1,1,1
7840,g7841.t1,1,1,1,0,1,1
7841,g7842.t1,1,1,1,1,1,1
7842,g7843.t1,1,1,1,0,1,1
7843,g7844.t1,1,1,1,1,1,1
7844,g7845.t1,0,0,0,1,1,1
7845,g7846.t1,1,1,1,1,1,1
7846,g7847.t1,1,1,1,0,0,1
7847,g7848.t1,1,1,1,1,1,1
7848,g7849.t1,1,1,1,1,1,1
7849,g7850.t1,1,1,1,1,1,1
7850,g7851.t1,1,1,1,1,1,1
7851,g7852.t1,1,1,1,1,1,1
7852,g7853.t1,1,1,1,1,1,1
7853,g7854.t1,1,1,1,1,1,1
7854,g7855.t1,1,1,1,1,1,1
7855,g7856.t1,1,1,1,1,1,1
7856,g7857.t1,1,1,1,1,1,1
7857,g7858.t1,0,0,0,1,1,1
7858,g7859.t1,1,1,1,1,1,1
7859,g7860.t1,1,1,1,0,1,1
7860,g7861.t1,1,1,1,1,1,1
7861,g7862.t1,1,1,1,1,1,1
7862,g7863.t1,1,1,1,1,1,1
7863,g7864.t1,0,0,0,1,1,1
7864,g7865.t1,1,1,1,1,1,1
7865,g7866.t1,1,1,1,1,1,1
7866,g7867.t1,1,0,0,1,1,1
7867,g7868.t1,1,1,1,1,1,1
7868,g7869.t1,1,1,0,1,1,1
7869,g7870.t1,1,1,0,1,1,1
7870,g7871.t1,1,1,1,1,1,1
7871,g7872.t1,1,1,1,1,1,1
7872,g7873.t1,1,1,1,1,1,1
7873,g7874.t1,1,1,1,1,1,1
7874,g7875.t1,0,0,0,1,1,1
7875,g7876.t1,1,1,1,1,1,1
7876,g7877.t1,1,1,1,1,1,1
7877,g7878.t1,1,1,1,1,1,1
7878,g7879.t1,1,1,1,1,1,1
7879,g7880.t1,1,1,1,1,1,1
7880,g7881.t1,1,1,1,0,1,1
7881,g7882.t1,1,1,1,1,1,1
7882,g7883.t1,1,1,1,0,1,1
7883,g7884.t1,1,1,1,1,1,1
7884,g7885.t1,1,1,1,1,1,1
7885,g7886.t1,1,1,1,1,1,1
7886,g7887.t1,1,1,1,1,1,1
7887,g7888.t1,1,1,1,1,1,1
7888,g7889.t1,1,1,1,1,1,1
7889,g7890.t1,1,1,1,0,1,1
7890,g7891.t1,1,1,1,1,1,1
7891,g7892.t1,1,1,1,0,1,1
7892,g7893.t1,1,1,1,1,1,1
7893,g7894.t1,1,1,1,1,1,1
7894,g7895.t1,1,1,1,0,1,1
7895,g7896.t1,1,1,1,1,1,1
7896,g7897.t1,1,1,0,1,1,1
7897,g7898.t1,1,1,1,1,1,1
7898,g7899.t1,1,1,1,1,1,1
7899,g7900.t1,1,1,1,0,1,1
7900,g7901.t1,1,1,1,1,1,1
7901,g7902.t1,1,1,1,0,1,1
7902,g7903.t1,1,1,1,1,1,1
7903,g7904.t1,1,1,1,0,1,1
7904,g7905.t1,1,1,1,1,1,1
7905,g7906.t1,1,1,1,1,1,1
7906,g7907.t1,1,1,1,1,1,1
7907,g7908.t1,1,1,1,0,1,1
7908,g7909.t1,1,1,1,1,1,1
7909,g7910.t1,1,1,1,0,1,1
7910,g7911.t1,1,1,1,1,1,1
7911,g7912.t1,1,1,1,1,1,1
7912,g7913.t1,1,1,1,1,1,1
7913,g7914.t1,1,1,1,1,1,1
7914,g7915.t1,1,1,1,0,1,1
7915,g7916.t1,1,1,1,1,1,1
7916,g7917.t1,1,1,1,1,1,1
7917,g7918.t1,1,1,1,1,1,1
7918,g7919.t1,1,0,0,1,1,1
7919,g7920.t1,1,1,1,1,1,1
7920,g7921.t1,1,1,1,1,1,1
7921,g7922.t1,1,1,1,1,1,1
7922,g7923.t1,1,1,1,0,1,1
7923,g7924.t1,1,1,1,0,1,1
7924,g7925.t1,1,1,1,0,1,1
7925,g7926.t1,1,1,1,0,1,1
7926,g7927.t1,1,1,1,0,1,1
7927,g7928.t1,1,1,1,1,1,1
7928,g7929.t1,1,1,1,1,1,1
7929,g7930.t1,1,1,1,1,1,1
7930,g7931.t1,1,1,1,0,1,1
7931,g7932.t1,1,1,1,0,1,1
7932,g7933.t1,1,1,1,1,1,1
7933,g7934.t1,1,1,1,0,1,1
7934,g7935.t1,1,1,1,1,1,1
7935,g7936.t1,1,1,1,1,1,1
7936,g7937.t1,1,1,0,1,1,1
7937,g7938.t1,1,1,1,1,1,1
7938,g7939.t1,1,1,1,1,1,1
7939,g7940.t1,1,1,1,1,1,1
7940,g7941.t1,0,0,0,1,1,1
7941,g7942.t1,1,1,1,1,1,1
7942,g7943.t1,1,1,1,0,1,1
7943,g7944.t1,1,1,1,1,1,1
7944,g7945.t1,1,1,1,1,1,1
7945,g7946.t1,1,1,1,1,1,1
7946,g7947.t1,0,0,0,1,1,1
7947,g7948.t1,1,1,1,0,0,1
7948,g7949.t1,1,1,1,1,1,1
7949,g7950.t1,1,1,1,0,1,1
7950,g7951.t1,1,1,1,1,1,1
7951,g7952.t1,1,1,1,0,1,1
7952,g7953.t1,1,1,1,1,1,1
7953,g7954.t1,1,1,1,0,1,1
7954,g7955.t1,1,1,1,1,1,1
7955,g7956.t1,1,1,1,1,1,1
7956,g7957.t1,1,1,1,1,1,1
7957,g7958.t1,1,1,1,1,1,1
7958,g7959.t1,1,0,0,1,1,1
7959,g7960.t1,1,1,1,0,1,1
7960,g7961.t1,1,1,1,0,1,1
7961,g7962.t1,1,1,1,1,1,1
7962,g7963.t1,1,1,1,1,1,1
7963,g7964.t1,1,1,1,1,1,1
7964,g7965.t1,1,1,1,1,1,1
7965,g7966.t1,1,1,1,1,1,1
7966,g7967.t1,1,1,1,0,1,1
7967,g7968.t1,1,1,1,1,1,1
7968,g7969.t1,0,0,0,1,1,1
7969,g7970.t1,1,1,1,0,1,1
7970,g7971.t1,1,1,1,0,1,1
7971,g7972.t1,1,1,1,1,1,1
7972,g7973.t1,1,1,1,0,1,1
7973,g7974.t1,1,1,1,1,1,1
7974,g7975.t1,1,1,1,0,1,1
7975,g7976.t1,1,1,1,1,1,1
7976,g7977.t1,1,1,1,0,1,1
7977,g7978.t1,1,1,1,0,1,1
7978,g7979.t1,1,1,1,0,0,1
7979,g7980.t1,1,1,0,1,1,1
7980,g7981.t1,1,1,1,0,0,1
7981,g7982.t1,1,1,1,0,1,1
7982,g7983.t1,1,1,1,1,1,1
7983,g7984.t1,1,1,1,1,1,1
7984,g7985.t1,1,1,1,1,1,1
7985,g7986.t1,1,1,1,0,1,1
7986,g7987.t1,1,1,1,0,1,1
7987,g7988.t1,1,1,1,1,1,1
7988,g7989.t1,1,1,1,1,1,1
7989,g7990.t1,1,1,1,1,1,1
7990,g7991.t1,1,1,1,1,1,1
7991,g7992.t1,1,1,1,1,1,1
7992,g7993.t1,1,1,1,0,1,1
7993,g7994.t1,1,1,1,1,1,1
7994,g7995.t1,1,1,1,1,1,1
7995,g7996.t1,1,1,1,1,1,1
7996,g7997.t1,1,1,1,1,1,1
7997,g7998.t1,1,1,1,1,1,1
7998,g7999.t1,1,1,1,1,1,1
7999,g8000.t1,1,1,1,1,1,1
8000,g8001.t1,1,1,1,1,1,1
8001,g8002.t1,1,1,1,1,1,1
8002,g8003.t1,1,0,0,1,1,1
8003,g8004.t1,1,1,1,0,0,1
8004,g8005.t1,1,1,1,0,1,1
8005,g8006.t1,1,1,1,1,1,1
8006,g8007.t1,1,1,1,0,1,1
8007,g8008.t1,1,1,1,1,1,1
8008,g8009.t1,1,1,1,1,1,1
8009,g8010.t1,0,0,0,1,1,1
8010,g8011.t1,1,1,1,1,1,1
8011,g8012.t1,1,1,1,0,1,1
8012,g8013.t1,1,1,1,0,1,1
8013,g8014.t1,1,1,1,1,1,1
8014,g8015.t1,1,1,1,1,1,1
8015,g8016.t1,1,1,1,1,1,1
8016,g8017.t1,1,1,1,0,1,1
8017,g8018.t1,1,1,1,1,1,1
8018,g8019.t1,1,1,1,1,1,1
8019,g8020.t1,1,0,0,1,1,1
8020,g8021.t1,1,1,1,1,1,1
8021,g8022.t1,1,0,0,1,1,1
8022,g8023.t1,1,1,1,1,1,1
8023,g8024.t1,1,1,1,1,1,1
8024,g8025.t1,1,1,1,1,1,1
8025,g8026.t1,1,1,1,1,1,1
8026,g8027.t1,1,1,1,0,1,1
8027,g8028.t1,1,1,1,0,1,1
8028,g8029.t1,1,1,1,1,1,1
8029,g8030.t1,1,1,1,0,1,1
8030,g8031.t1,1,1,1,1,1,1
8031,g8032.t1,1,1,1,1,1,1
8032,g8033.t1,1,1,0,1,1,1
8033,g8034.t1,1,1,1,1,1,1
8034,g8035.t1,1,1,1,1,1,1
8035,g8036.t1,0,0,0,1,1,1
8036,g8037.t1,1,1,1,1,1,1
8037,g8038.t1,1,1,1,0,1,1
8038,g8039.t1,1,1,1,0,1,1
8039,g8040.t1,1,1,1,0,1,1
8040,g8041.t1,1,1,1,1,1,1
8041,g8042.t1,1,1,1,0,1,1
8042,g8043.t1,1,1,1,1,1,1
8043,g8044.t1,1,1,1,1,1,1
8044,g8045.t1,1,1,1,1,1,1
8045,g8046.t1,1,1,1,1,1,1
8046,g8047.t1,1,1,1,0,1,1
8047,g8048.t1,1,1,1,0,1,1
8048,g8049.t1,1,1,1,0,1,1
8049,g8050.t1,1,1,1,0,1,1
8050,g8051.t1,1,1,1,1,1,1
8051,g8052.t1,1,1,1,1,1,1
8052,g8053.t1,1,1,1,1,1,1
8053,g8054.t1,1,1,1,0,1,1
8054,g8055.t1,1,1,1,1,1,1
8055,g8056.t1,1,1,1,1,1,1
8056,g8057.t1,1,1,1,1,1,1
8057,g8058.t1,1,1,0,1,1,1
8058,g8059.t1,1,1,1,0,1,1
8059,g8060.t1,1,1,1,1,1,1
8060,g8061.t1,1,1,0,1,1,1
8061,g8062.t1,1,1,1,0,1,1
8062,g8063.t1,1,1,1,1,1,1
8063,g8064.t1,1,1,1,1,1,1
8064,g8065.t1,1,1,1,0,0,1
8065,g8066.t1,1,1,1,0,1,1
8066,g8067.t1,1,1,1,1,1,1
8067,g8068.t1,0,0,0,1,1,1
8068,g8069.t1,1,1,1,1,1,1
8069,g8070.t1,0,0,0,1,1,1
8070,g8071.t1,1,1,1,1,1,1
8071,g8072.t1,1,1,1,1,1,1
8072,g8073.t1,1,1,1,0,1,1
8073,g8074.t1,1,1,1,0,1,1
8074,g8075.t1,1,1,0,1,1,1
8075,g8076.t1,1,1,1,0,1,1
8076,g8077.t1,1,1,1,0,1,1
8077,g8078.t1,1,1,1,0,1,1
8078,g8079.t1,1,1,1,0,1,1
8079,g8080.t1,1,1,1,1,1,1
8080,g8081.t1,1,1,1,0,1,1
8081,g8082.t1,1,1,0,1,1,1
8082,g8083.t1,1,1,1,0,1,1
8083,g8084.t1,1,1,1,1,1,1
8084,g8085.t1,1,1,1,0,1,1
8085,g8086.t1,1,1,1,1,1,1
8086,g8087.t1,1,1,1,1,1,1
8087,g8088.t1,1,1,1,0,1,1
8088,g8089.t1,1,1,1,1,1,1
8089,g8090.t1,1,1,1,1,1,1
8090,g8091.t1,1,1,1,1,1,1
8091,g8092.t1,1,1,1,1,1,1
8092,g8093.t1,1,1,1,1,1,1
8093,g8094.t1,1,1,1,1,1,1
8094,g8095.t1,1,1,1,0,1,1
8095,g8096.t1,1,1,1,0,1,1
8096,g8097.t1,1,1,1,1,1,1
8097,g8098.t1,1,1,1,0,1,1
8098,g8099.t1,1,1,1,1,1,1
8099,g8100.t1,1,1,1,1,1,1
8100,g8101.t1,1,1,1,1,1,1
8101,g8102.t1,1,1,1,1,1,1
8102,g8103.t1,1,1,1,1,1,1
8103,g8104.t1,0,0,0,1,1,1
8104,g8105.t1,1,1,1,1,1,1
8105,g8106.t1,1,1,1,0,1,1
8106,g8107.t1,1,1,1,1,1,1
8107,g8108.t1,1,0,0,1,1,1
8108,g8109.t1,1,1,1,0,1,1
8109,g8110.t1,1,1,1,1,1,1
8110,g8111.t1,1,1,1,0,1,1
8111,g8112.t1,1,1,1,1,1,1
8112,g8113.t1,1,1,1,0,0,1
8113,g8114.t1,1,1,1,1,1,1
8114,g8115.t1,1,1,1,1,1,1
8115,g8116.t1,1,1,1,0,1,1
8116,g8117.t1,1,1,0,1,1,1
